,s9_q4_hospitalvisit,s2_q21a_powergrid,ownasset_0,s53_q6_hunger,s4_q1_agactivity,urban,hhsize,y_financial_actions
7732,-1,0,0,0,0,0,7,0
7733,0,1,0,0,0,0,1,0
7734,0,1,1,1,0,0,2,0
7735,0,0,0,0,0,0,2,1
7736,1,0,0,1,0,0,2,0
7737,1,0,0,0,0,0,4,1
7738,0,1,0,0,0,1,0,0
7739,0,1,0,0,0,0,1,0
7740,0,1,0,0,0,0,0,0
7741,0,0,1,0,0,0,1,0
7742,0,0,0,0,0,0,2,1
7743,0,1,0,0,0,0,10,0
7744,0,1,0,0,0,1,8,0
7745,0,0,0,0,1,0,11,0
7746,1,0,0,1,0,0,1,1
7747,0,1,0,1,0,1,1,0
7748,0,0,1,0,0,0,3,0
7749,0,0,0,0,0,0,8,0
7750,0,0,0,0,0,0,0,0
7751,-1,1,0,1,0,0,0,1
7752,0,1,1,1,0,0,5,1
7753,0,1,0,1,0,1,6,0
7754,0,0,0,0,0,0,4,0
7755,0,1,0,0,0,0,5,0
7756,0,1,0,1,0,0,3,0
7757,1,1,0,1,0,0,7,1
7758,1,1,0,1,0,1,4,0
7759,0,1,1,0,0,1,4,1
7760,-1,1,0,0,0,1,2,1
7761,0,0,0,0,0,0,4,0
7762,0,1,1,1,0,0,1,0
7763,0,0,1,0,0,0,8,0
7764,0,0,0,1,0,0,3,1
7765,0,1,0,0,0,0,6,0
7766,-1,1,0,1,0,0,4,1
7767,0,0,1,0,0,0,2,0
7768,0,1,1,0,0,1,2,0
7769,0,0,0,0,0,0,0,0
7770,0,1,0,0,0,0,0,0
7771,0,0,0,0,0,0,0,0
7772,0,0,1,0,0,0,8,0
7773,0,1,0,1,0,0,2,1
7774,0,0,0,0,0,0,2,1
7775,0,1,0,1,0,0,1,1
7776,1,1,0,1,0,1,4,0
7777,0,0,0,0,1,0,11,0
7778,0,1,0,0,0,0,1,1
7779,0,0,0,1,0,0,10,0
7780,-1,1,0,1,0,0,0,0
7781,0,0,1,0,0,0,0,0
7782,0,0,1,0,0,0,1,1
7783,0,1,0,0,0,1,5,0
7784,-1,1,0,1,0,1,5,1
7785,0,0,1,0,0,0,1,0
7786,1,0,0,1,0,0,2,0
7787,0,0,1,0,0,0,0,1
7788,0,0,0,0,0,0,3,1
7789,1,1,0,0,0,1,10,0
7790,0,0,0,0,0,0,0,1
7791,-1,1,0,0,0,0,3,0
7792,0,1,0,1,0,0,5,0
7793,1,1,0,0,0,1,0,0
7794,1,1,0,1,0,1,2,1
7795,0,1,1,0,0,0,1,1
7796,0,1,0,0,0,0,3,0
7797,0,0,0,0,0,0,3,0
7798,0,0,0,0,0,0,5,0
7799,0,1,0,0,0,1,5,0
7800,0,0,0,0,0,0,6,1
7801,-1,1,0,1,0,1,3,0
7802,0,0,0,0,0,0,2,0
7803,0,0,0,0,0,0,5,0
7804,1,0,1,0,0,0,0,0
7805,0,0,0,1,0,0,9,0
7806,0,0,0,1,0,0,4,0
7807,0,1,0,0,0,0,4,0
7808,0,0,0,0,0,0,3,1
7809,0,0,1,0,0,0,4,0
7810,0,0,0,0,0,0,0,0
7811,0,0,0,0,0,0,1,0
7812,-1,1,1,1,-1,1,2,1
7813,-1,1,0,1,0,0,2,1
7814,0,1,0,0,0,1,7,0
7815,-1,1,0,0,-1,1,2,1
7816,0,0,0,0,0,0,8,0
7817,1,0,0,0,0,0,9,1
7818,0,0,0,0,0,0,8,0
7819,-1,0,0,1,-1,1,2,1
7820,0,0,0,1,0,0,0,0
7821,0,0,0,1,0,0,0,0
7822,0,0,0,1,0,0,6,1
7823,-1,0,0,-1,1,0,11,0
7824,0,1,0,0,0,0,1,0
7825,-1,0,0,1,0,0,9,1
7826,-1,0,1,1,0,0,4,1
7827,0,0,1,-1,0,0,5,0
7828,-1,0,0,0,0,1,2,1
7829,1,1,0,0,0,1,5,1
7830,0,0,1,0,0,0,1,0
7831,0,0,0,0,0,0,5,0
7832,0,0,0,0,0,0,3,1
7833,0,0,0,0,0,0,1,0
7834,0,1,1,0,0,1,7,0
7835,0,1,0,0,0,0,2,0
7836,0,1,0,1,0,1,5,0
7837,0,1,0,1,0,0,5,0
7838,0,0,0,0,0,0,0,0
7839,0,1,0,1,0,1,3,1
7840,0,0,0,0,0,0,0,0
7841,0,0,1,0,0,0,1,0
7842,0,0,0,0,0,0,7,0
7843,0,1,0,0,0,1,6,1
7844,0,1,0,0,0,1,5,1
7845,0,1,0,1,0,1,7,1
7846,0,1,0,0,0,1,4,0
7847,-1,1,1,1,0,0,4,1
7848,0,1,0,1,0,1,6,0
7849,-1,1,0,1,0,1,1,0
7850,0,1,0,0,0,0,8,0
7851,0,0,0,0,0,0,10,1
7852,0,0,0,0,0,1,6,0
7853,-1,0,0,1,0,0,0,1
7854,0,0,0,0,0,0,10,0
7855,0,1,0,1,0,0,4,0
7856,0,0,0,0,0,0,10,0
7857,0,0,0,1,0,0,6,0
7858,1,0,0,0,0,0,5,1
7859,0,0,0,0,0,0,5,1
7860,0,1,0,0,0,1,7,0
7861,0,1,0,0,0,0,4,1
7862,0,1,0,1,0,0,3,0
7863,1,1,0,1,0,0,1,1
7864,0,1,0,0,0,0,3,0
7865,0,1,0,0,0,0,2,0
7866,0,0,0,1,0,1,5,0
7867,0,1,1,1,0,0,0,0
7868,1,1,0,1,0,0,4,0
7869,1,0,1,1,0,1,4,0
7870,0,0,1,0,0,0,3,0
7871,0,1,0,0,0,1,3,0
7872,0,0,0,0,0,0,3,0
7873,0,0,0,0,0,0,1,0
7874,0,0,1,0,0,0,2,0
7875,1,1,0,1,0,0,0,0
7876,0,0,0,1,0,0,2,0
7877,0,0,0,0,0,0,5,0
7878,0,1,0,1,0,1,4,0
7879,0,1,0,0,0,0,3,0
7880,0,0,0,0,0,0,8,0
7881,0,0,0,0,0,0,8,0
7882,0,1,0,0,0,0,0,0
7883,0,0,0,0,0,0,7,0
7884,0,1,0,0,0,0,8,0
7885,0,1,0,0,0,0,3,0
7886,0,1,0,0,0,1,8,1
7887,0,0,1,0,0,0,1,0
7888,0,1,0,0,-1,1,5,0
7889,1,0,0,1,0,0,9,0
7890,1,1,0,1,0,1,2,0
7891,0,1,0,1,0,0,3,0
7892,0,0,0,0,0,0,4,0
7893,0,1,0,0,0,1,2,0
7894,0,0,0,0,0,0,4,1
7895,0,0,0,0,0,0,5,1
7896,0,1,0,0,0,1,4,0
7897,0,1,0,0,0,0,2,0
7898,1,1,0,1,0,1,4,0
7899,0,1,0,0,0,0,2,1
7900,0,1,0,0,0,1,0,1
7901,0,1,0,0,0,0,4,0
7902,-1,1,0,1,0,0,0,1
7903,0,1,0,1,0,0,7,1
7904,-1,1,0,1,0,1,1,0
7905,0,0,1,1,0,0,12,1
7906,0,0,0,1,0,0,6,1
7907,-1,1,0,1,0,0,0,1
7908,1,0,0,1,0,0,10,1
7909,0,0,0,0,0,0,5,0
7910,0,0,1,1,0,1,12,0
7911,0,1,1,1,0,0,4,1
7912,0,0,0,0,0,0,10,0
7913,0,0,0,1,0,0,4,0
7914,0,1,1,0,0,1,8,0
7915,0,0,0,0,0,0,0,1
7916,0,0,1,0,0,0,0,0
7917,0,0,0,0,0,0,4,0
7918,0,1,0,0,0,1,1,0
7919,1,0,0,0,0,1,12,1
7920,0,0,0,0,0,0,1,0
7921,0,1,0,0,0,0,3,0
7922,0,1,0,1,0,0,6,0
7923,0,0,0,0,0,0,2,1
7924,0,1,0,0,0,0,2,0
7925,0,1,0,1,0,0,0,0
7926,0,0,0,0,0,0,2,0
7927,0,1,0,0,0,1,7,0
7928,1,1,0,0,0,0,1,1
7929,0,1,0,0,0,1,4,0
7930,0,1,1,0,0,0,0,0
7931,-1,1,0,1,-1,1,5,1
7932,0,0,0,0,0,0,9,0
7933,0,0,0,0,0,0,5,0
7934,1,0,0,0,0,0,4,1
7935,1,1,0,0,-1,1,5,1
7936,-1,0,0,0,0,0,0,1
7937,-1,0,0,1,0,0,4,0
7938,-1,0,0,0,0,0,2,1
7939,0,0,1,0,0,0,11,1
7940,0,1,0,0,0,1,1,0
7941,1,0,0,0,-1,1,5,0
7942,0,0,0,0,0,0,8,0
7943,0,0,0,1,0,0,0,0
7944,1,0,1,0,0,0,0,0
7945,1,0,0,0,0,0,2,0
7946,0,1,0,1,0,0,0,0
7947,1,0,0,0,0,0,5,1
7948,0,1,0,1,0,0,5,1
7949,0,0,0,0,0,0,9,1
7950,0,1,0,0,0,0,2,0
7951,0,1,0,1,0,1,4,1
7952,0,1,0,0,0,0,0,0
7953,-1,0,1,1,0,0,0,1
7954,0,0,0,0,0,0,0,0
7955,0,0,0,0,0,0,9,0
7956,0,0,0,1,0,0,0,0
7957,0,0,0,1,0,0,5,0
7958,0,1,0,0,0,0,3,1
7959,1,1,0,0,0,1,0,0
7960,0,1,1,0,0,0,4,1
7961,0,1,0,0,0,1,2,0
7962,1,1,0,1,0,1,3,0
7963,1,0,0,0,0,1,2,1
7964,0,0,1,0,0,0,0,0
7965,0,0,0,0,0,0,0,1
7966,0,1,0,0,0,1,2,0
7967,0,0,0,1,0,0,0,0
7968,0,0,0,0,0,0,6,0
7969,0,0,0,1,0,0,5,1
7970,0,1,0,0,0,0,2,1
7971,0,1,0,0,0,1,6,0
7972,0,0,0,0,0,0,0,0
7973,0,0,1,0,0,1,14,0
7974,0,0,0,1,0,1,6,0
7975,-1,1,0,1,0,0,3,1
7976,0,0,0,0,0,0,3,0
7977,0,0,0,0,0,0,-1,0
7978,0,0,0,0,0,0,0,0
7979,0,0,0,0,0,0,0,0
7980,0,0,0,0,0,0,1,1
7981,0,1,0,1,0,0,1,0
7982,0,0,1,0,0,0,0,0
7983,0,0,0,1,0,0,0,0
7984,0,1,0,1,0,0,2,1
7985,0,1,0,1,0,1,2,0
7986,0,1,0,1,0,0,0,0
7987,0,0,1,1,1,0,1,0
7988,0,0,0,1,0,0,6,1
7989,0,0,0,0,0,0,8,0
7990,-1,0,0,1,0,0,6,1
7991,0,1,0,0,0,0,4,0
7992,0,1,0,0,0,0,1,1
7993,1,0,0,1,0,1,5,0
7994,0,0,1,0,0,0,1,0
7995,0,1,0,0,0,0,0,0
7996,0,0,0,0,0,0,7,0
7997,0,1,0,0,0,1,1,1
7998,1,0,0,1,0,0,3,0
7999,-1,0,1,1,0,0,5,1
8000,-1,1,0,1,0,0,10,0
8001,1,1,0,1,0,1,0,0
8002,0,1,0,1,0,1,1,0
8003,0,0,1,0,0,0,10,0
8004,0,1,0,1,0,0,5,0
8005,1,0,0,0,0,0,1,0
8006,-1,0,0,0,0,0,-1,1
8007,1,1,0,1,0,1,1,0
8008,-1,1,1,1,0,1,0,1
8009,0,1,0,0,0,0,0,0
8010,0,0,0,1,0,0,5,0
8011,0,1,0,1,0,1,5,1
8012,0,0,0,0,0,0,3,0
8013,-1,0,0,1,0,0,6,1
8014,-1,0,0,0,0,0,0,1
8015,-1,1,0,0,0,0,8,0
8016,0,0,0,1,0,0,0,0
8017,0,1,0,0,0,0,10,1
8018,1,0,1,1,0,0,4,0
8019,0,0,0,1,0,0,6,0
8020,0,0,0,0,0,0,4,0
8021,0,1,0,1,0,0,3,0
8022,0,1,0,0,0,0,2,0
8023,0,0,0,0,0,0,0,1
8024,0,1,0,1,0,0,1,0
8025,-1,0,0,0,0,1,5,0
8026,-1,1,0,0,0,0,7,1
8027,1,0,0,1,0,0,9,1
8028,1,1,0,1,-1,1,0,0
8029,0,0,0,0,0,0,3,0
8030,0,1,0,0,0,0,1,0
8031,0,1,0,0,0,0,1,0
8032,0,0,0,1,0,0,2,0
8033,0,0,0,0,0,1,6,1
8034,0,1,0,0,0,0,6,0
8035,-1,1,0,0,0,1,0,0
8036,0,0,0,0,0,0,0,0
8037,0,0,0,1,0,0,7,0
8038,1,1,1,1,0,0,0,1
8039,0,0,0,0,0,1,0,0
8040,0,0,0,0,0,0,6,0
8041,0,0,1,1,0,0,3,1
8042,0,0,0,0,0,0,0,1
8043,0,1,0,0,0,0,10,0
8044,0,1,1,1,0,1,5,0
8045,0,0,0,1,1,0,1,0
8046,0,0,0,1,0,0,1,1
8047,0,1,0,1,0,0,3,0
8048,1,1,0,1,0,0,1,0
8049,0,1,1,0,0,0,0,0
8050,0,0,0,1,0,1,2,0
8051,1,1,0,1,0,0,1,1
8052,-1,1,0,1,0,1,7,1
8053,0,0,0,0,0,1,6,0
8054,0,1,0,0,0,1,1,0
8055,0,1,0,0,0,1,10,0
8056,0,1,0,0,0,1,4,0
8057,0,1,1,0,0,1,12,0
8058,0,0,0,1,0,0,5,0
8059,0,1,0,1,0,1,4,0
8060,-1,1,0,1,0,1,2,0
8061,0,0,0,0,0,0,6,0
8062,0,0,0,0,0,0,4,0
8063,1,0,0,0,0,0,3,0
8064,0,1,0,1,0,1,3,0
8065,0,1,0,0,0,0,7,1
8066,0,0,0,1,0,0,1,0
8067,0,1,0,0,0,1,5,0
8068,1,0,1,0,0,0,8,0
8069,1,0,1,0,0,0,8,0
8070,1,0,0,0,0,0,4,0
8071,1,1,0,1,0,1,2,1
8072,1,1,0,1,0,0,1,0
8073,0,1,0,0,0,0,0,0
8074,0,0,0,0,0,0,4,0
8075,-1,0,1,1,0,0,1,1
8076,0,1,0,1,0,1,2,0
8077,0,0,0,1,0,0,3,0
8078,0,1,1,1,0,1,3,0
8079,1,0,0,1,0,0,4,0
8080,0,0,0,0,0,0,3,0
8081,0,1,0,0,0,0,0,0
8082,0,0,1,0,0,0,2,1
8083,0,0,0,0,0,0,4,1
8084,0,0,0,0,0,0,9,0
8085,0,1,0,0,0,1,2,0
8086,0,1,0,0,0,1,3,0
8087,0,1,0,0,0,0,1,0
8088,0,0,1,0,0,0,3,0
8089,-1,1,1,1,0,1,2,1
8090,0,1,0,0,0,0,0,0
8091,0,1,0,0,0,1,6,0
8092,-1,0,0,1,0,0,0,0
8093,0,1,1,1,0,0,4,0
8094,0,1,0,0,0,0,0,0
8095,0,0,0,0,0,0,0,0
8096,-1,0,0,-1,0,0,5,0
8097,0,1,0,0,0,1,0,1
8098,1,1,0,1,0,0,7,0
8099,0,0,0,0,0,0,-1,1
8100,0,0,0,1,0,0,5,0
8101,-1,0,0,1,0,0,5,0
8102,0,1,0,1,0,1,4,1
8103,0,0,1,0,0,0,0,1
8104,0,0,1,0,0,0,8,1
8105,0,1,0,0,0,0,1,0
8106,0,0,0,0,0,0,3,0
8107,0,0,1,1,0,0,5,0
8108,1,0,0,1,0,0,3,1
8109,0,0,1,0,1,0,12,0
8110,0,1,0,0,0,1,7,0
8111,0,1,0,0,0,1,4,0
8112,1,0,1,1,0,0,8,0
8113,0,0,1,0,0,0,1,0
8114,0,0,0,0,0,0,2,1
8115,1,0,0,1,0,0,9,1
8116,0,1,0,0,0,0,0,0
8117,-1,1,0,1,-1,1,2,1
8118,0,0,0,0,0,0,1,0
8119,1,0,1,0,0,0,0,0
8120,-1,0,1,1,0,0,0,1
8121,0,1,0,0,0,1,4,0
8122,0,0,0,1,0,0,0,0
8123,-1,1,0,1,0,1,7,1
8124,0,0,0,0,0,0,4,1
8125,0,1,0,0,0,1,1,1
8126,0,1,0,0,0,1,3,1
8127,-1,0,0,0,0,0,3,0
8128,1,1,0,1,0,0,4,0
8129,1,1,0,0,0,0,5,1
8130,0,0,0,0,0,0,0,0
8131,0,0,0,0,0,0,0,0
8132,0,1,0,1,0,1,2,0
8133,0,1,0,0,0,1,1,0
8134,0,1,0,0,0,0,0,0
8135,0,0,0,0,1,0,2,0
8136,0,0,0,0,0,0,6,1
8137,0,1,0,0,0,0,7,0
8138,-1,0,0,1,1,0,11,0
8139,0,1,0,1,0,0,9,0
8140,0,1,0,1,0,0,3,0
8141,-1,0,0,1,0,0,2,1
8142,1,0,0,1,0,0,5,0
8143,0,0,0,0,0,0,9,0
8144,0,1,0,0,0,1,8,0
8145,0,0,1,0,0,0,0,1
8146,0,0,0,0,0,0,6,0
8147,0,0,0,0,0,0,1,0
8148,-1,1,0,1,0,1,2,0
8149,0,0,1,0,0,0,11,0
8150,0,1,1,0,0,0,3,1
8151,0,0,0,0,0,0,5,1
8152,-1,1,0,1,0,1,7,1
8153,1,0,0,1,0,0,1,1
8154,0,0,0,1,0,0,2,0
8155,0,0,0,0,0,0,4,0
8156,0,1,0,0,0,0,9,0
8157,0,0,0,0,0,0,5,0
8158,0,1,0,0,0,0,0,1
8159,0,0,0,1,0,0,6,0
8160,-1,1,0,1,0,0,4,1
8161,0,1,0,0,0,0,0,0
8162,0,0,0,1,0,0,7,0
8163,1,1,0,1,0,0,9,0
8164,-1,0,0,1,0,1,3,1
8165,-1,1,0,0,0,1,5,1
8166,0,0,0,0,0,0,0,1
8167,0,0,0,0,0,0,11,0
8168,0,0,0,0,0,0,6,0
8169,0,1,0,0,0,1,3,1
8170,-1,1,0,1,0,1,5,1
8171,0,1,0,0,0,0,0,0
8172,0,0,0,0,0,0,0,0
8173,0,1,0,1,0,1,2,1
8174,0,0,0,0,0,1,5,0
8175,0,0,0,0,0,0,5,1
8176,-1,0,1,1,0,0,2,1
8177,0,0,1,1,0,0,3,0
8178,0,0,0,1,0,0,5,0
8179,0,1,0,1,0,1,1,0
8180,-1,1,0,1,0,1,1,1
8181,1,0,1,1,0,0,5,0
8182,0,1,0,0,0,0,-1,0
8183,0,1,0,0,0,1,3,0
8184,0,0,0,0,0,0,1,1
8185,0,0,0,0,0,0,0,0
8186,0,1,0,1,0,1,6,0
8187,0,1,0,0,0,1,0,0
8188,0,1,0,0,0,1,1,0
8189,0,1,0,0,0,1,3,1
8190,0,0,0,0,0,0,1,1
8191,0,1,0,0,0,1,2,0
8192,0,0,0,0,0,0,9,1
8193,0,1,0,0,0,0,1,1
8194,-1,0,1,1,0,0,1,1
8195,0,0,1,0,0,0,0,0
8196,0,1,0,1,0,0,0,1
8197,1,0,1,0,0,0,1,0
8198,0,0,0,0,0,0,0,0
8199,0,1,0,0,0,0,0,1
8200,0,1,0,0,0,0,0,0
8201,0,1,0,1,0,1,1,1
8202,0,1,1,0,0,0,0,0
8203,0,1,0,1,0,0,-1,0
8204,0,1,0,0,0,0,2,0
8205,1,1,0,0,0,1,1,0
8206,0,0,1,1,0,0,1,0
8207,0,0,0,0,0,0,1,0
8208,0,0,0,0,0,0,6,0
8209,0,1,0,1,0,1,9,0
8210,-1,0,0,0,0,0,7,1
8211,0,1,0,1,0,0,1,0
8212,0,0,0,0,0,0,2,0
8213,0,0,0,1,0,1,2,0
8214,0,0,1,0,0,0,1,0
8215,1,1,0,0,0,0,3,0
8216,0,0,0,0,0,0,3,0
8217,-1,0,0,1,0,0,1,1
8218,0,0,1,0,0,0,4,1
8219,0,1,0,1,0,0,3,0
8220,0,1,0,1,0,1,6,0
8221,0,0,0,1,0,0,1,1
8222,0,1,1,0,0,-1,0,0
8223,1,1,0,1,0,1,8,0
8224,-1,1,0,0,0,1,1,0
8225,0,0,0,0,0,0,3,1
8226,0,0,0,1,0,0,6,0
8227,0,0,0,0,0,0,2,1
8228,-1,1,1,1,0,0,7,1
8229,1,0,0,1,0,0,6,0
8230,0,0,0,0,0,0,4,0
8231,0,0,0,1,0,0,1,0
8232,0,0,0,0,0,0,0,0
8233,0,0,0,0,0,0,2,0
8234,0,0,0,1,0,0,6,0
8235,0,0,1,1,0,0,8,0
8236,0,1,0,0,0,0,3,1
8237,0,0,1,0,0,0,3,0
8238,0,1,0,1,0,0,3,0
8239,0,1,0,1,0,0,6,1
8240,0,0,0,0,0,0,5,0
8241,1,0,0,0,0,0,1,1
8242,0,1,0,0,0,0,3,1
8243,0,1,0,0,0,1,0,0
8244,0,0,0,0,0,0,5,0
8245,-1,1,0,1,0,0,9,0
8246,-1,1,0,1,0,0,3,1
8247,0,0,0,0,0,0,2,0
8248,1,1,0,0,0,0,0,0
8249,-1,0,0,1,-1,1,4,0
8250,-1,1,0,1,0,0,2,0
8251,0,0,0,0,0,0,4,0
8252,0,0,0,0,0,1,3,0
8253,0,1,0,0,0,1,7,0
8254,1,1,0,1,0,0,2,0
8255,-1,1,0,1,0,0,9,0
8256,0,1,0,0,0,1,7,0
8257,1,1,0,0,0,1,4,0
8258,0,1,0,1,0,0,0,0
8259,0,1,0,0,0,0,0,0
8260,0,1,0,0,0,0,7,0
8261,0,0,1,1,0,0,0,0
8262,0,1,0,0,0,1,6,0
8263,0,0,1,1,0,0,2,0
8264,0,0,0,0,0,0,2,1
8265,0,1,0,0,0,1,4,1
8266,0,1,0,0,0,1,4,0
8267,-1,0,0,1,0,0,2,1
8268,1,1,0,0,0,0,0,0
8269,0,0,1,0,0,0,4,0
8270,0,0,0,0,0,0,4,0
8271,0,1,1,0,0,0,0,0
8272,0,0,0,0,0,0,0,0
8273,0,1,0,0,0,0,0,0
8274,0,1,0,1,0,0,1,1
8275,0,1,0,1,0,0,1,1
8276,1,0,0,1,0,0,1,1
8277,0,1,0,0,0,1,0,0
8278,-1,0,0,1,0,0,0,1
8279,0,1,0,0,0,0,1,0
8280,0,1,0,1,0,0,2,1
8281,0,0,0,1,0,0,0,0
8282,0,0,0,1,0,0,6,0
8283,-1,1,0,1,0,0,0,1
8284,1,0,0,0,0,0,4,1
8285,0,1,0,1,0,1,3,0
8286,0,0,0,0,0,0,4,0
8287,0,1,0,0,0,0,5,1
8288,-1,1,0,1,0,0,4,1
8289,0,0,0,0,0,1,4,0
8290,1,1,0,1,0,1,-1,0
8291,0,1,0,1,0,1,1,0
8292,0,0,0,0,0,0,3,0
8293,0,0,1,0,0,0,0,0
8294,0,0,0,1,0,0,3,0
8295,0,0,0,0,0,0,1,0
8296,-1,0,0,1,0,0,9,1
8297,0,0,0,1,0,0,1,0
8298,0,0,0,0,0,0,1,0
8299,1,0,0,1,0,0,1,1
8300,0,1,0,1,0,0,3,1
8301,0,1,0,1,0,1,0,0
8302,0,1,1,0,0,1,0,0
8303,-1,1,0,0,0,0,1,1
8304,1,0,0,1,0,0,2,1
8305,0,0,0,0,0,0,5,0
8306,0,0,1,0,0,0,-1,1
8307,-1,0,0,0,0,0,12,1
8308,0,1,0,0,0,1,3,0
8309,0,0,0,0,0,0,1,0
8310,0,0,0,0,0,0,2,0
8311,1,1,1,0,0,0,0,0
8312,0,0,0,1,0,0,10,0
8313,-1,1,0,0,0,0,0,1
8314,1,0,1,0,1,0,6,0
8315,0,0,0,0,0,0,1,1
8316,0,0,0,0,0,0,2,0
8317,0,1,0,0,0,1,2,0
8318,-1,1,0,1,0,1,1,0
8319,0,0,0,0,0,0,10,1
8320,0,0,1,1,0,0,7,0
8321,0,0,0,0,0,0,3,1
8322,1,0,0,1,-1,1,5,0
8323,0,0,0,0,0,0,5,0
8324,0,0,1,0,0,0,0,1
8325,-1,1,0,0,0,1,8,1
8326,0,0,0,0,0,0,5,0
8327,0,1,0,0,0,0,1,1
8328,0,0,1,0,0,1,2,1
8329,-1,0,1,1,0,0,5,1
8330,0,0,0,0,0,0,3,0
8331,0,0,1,0,0,0,12,1
8332,0,0,0,0,0,0,5,0
8333,0,0,1,1,0,0,5,1
8334,1,0,0,0,0,0,10,0
8335,0,1,0,0,0,0,3,1
8336,0,0,1,1,0,0,5,0
8337,0,0,0,0,0,0,5,1
8338,0,0,0,0,0,0,2,0
8339,0,0,0,0,0,0,3,0
8340,0,1,0,0,0,1,0,0
8341,0,0,0,0,0,0,3,1
8342,0,0,1,0,0,0,5,0
8343,0,1,0,0,0,0,1,0
8344,0,0,0,1,0,0,5,0
8345,0,1,1,0,0,0,-1,1
8346,0,0,0,1,0,0,0,1
8347,0,0,0,1,0,0,6,0
8348,0,0,0,0,0,0,5,1
8349,0,1,0,1,0,1,0,0
8350,0,1,0,1,0,1,4,1
8351,0,0,0,0,0,0,1,0
8352,0,1,0,1,0,0,4,0
8353,-1,1,0,1,0,0,10,1
8354,0,0,0,1,0,0,1,0
8355,-1,1,0,0,0,1,0,0
8356,-1,0,1,1,0,0,7,0
8357,0,0,0,0,0,1,2,0
8358,-1,0,1,1,0,0,1,1
8359,0,0,0,0,0,0,4,0
8360,0,1,0,0,0,0,0,0
8361,0,1,0,0,0,1,1,0
8362,0,0,1,1,0,0,4,0
8363,0,1,0,1,0,0,7,0
8364,0,0,0,0,0,0,4,1
8365,1,0,0,1,0,0,0,1
8366,1,0,0,1,0,0,5,0
8367,0,1,0,0,0,0,-1,0
8368,0,0,0,0,0,0,2,0
8369,0,0,1,0,0,0,5,0
8370,-1,0,0,0,0,0,7,1
8371,0,0,1,1,0,0,7,0
8372,-1,0,0,1,0,0,5,1
8373,0,0,0,0,0,0,10,0
8374,0,0,0,0,0,0,0,1
8375,0,0,1,0,0,0,8,1
8376,-1,1,0,1,0,1,5,1
8377,0,1,0,0,0,0,3,0
8378,0,0,0,0,0,0,0,0
8379,-1,0,0,0,0,0,5,1
8380,0,0,0,1,0,0,1,0
8381,-1,1,0,0,0,1,0,0
8382,0,0,0,0,0,1,5,0
8383,0,1,1,1,0,0,0,1
8384,1,1,0,0,0,0,4,0
8385,0,0,1,0,0,0,0,0
8386,0,0,0,0,0,0,0,0
8387,-1,1,0,0,0,1,1,1
8388,0,0,1,0,0,0,9,0
8389,1,0,0,1,0,0,5,0
8390,0,0,0,1,0,0,3,1
8391,0,0,0,1,0,0,5,1
8392,0,1,0,1,0,1,0,0
8393,0,1,0,0,0,1,1,0
8394,0,0,0,0,0,0,0,0
8395,0,0,0,1,0,0,4,0
8396,1,1,0,0,0,0,3,0
8397,0,0,0,0,0,0,1,1
8398,0,1,0,1,0,0,7,0
8399,0,0,1,0,0,0,5,1
8400,0,0,0,1,0,0,6,1
8401,0,0,0,0,0,0,14,0
8402,0,0,0,0,0,0,3,1
8403,0,0,0,1,0,0,2,0
8404,0,0,0,0,0,0,0,0
8405,0,0,0,0,0,0,4,0
8406,0,1,0,0,0,1,2,0
8407,0,1,0,1,0,0,0,0
8408,0,0,0,0,0,0,9,0
8409,0,0,0,0,0,0,4,0
8410,0,1,0,0,0,0,5,0
8411,0,0,0,0,0,0,0,0
8412,-1,0,0,0,0,1,3,0
8413,0,0,0,1,0,0,3,0
8414,0,0,1,1,0,0,4,1
8415,-1,0,0,0,0,0,0,0
8416,1,0,0,1,0,0,8,0
8417,-1,0,0,0,1,0,7,1
8418,1,0,1,1,0,0,1,0
8419,0,0,0,0,0,0,4,0
8420,1,0,0,0,0,0,1,0
8421,0,0,0,0,0,0,0,0
8422,1,1,0,1,0,0,1,0
8423,0,0,0,1,0,0,5,0
8424,-1,0,0,1,0,0,1,1
8425,1,1,0,1,0,0,1,0
8426,-1,1,0,1,0,0,2,0
8427,0,1,0,0,0,0,1,0
8428,0,0,0,1,0,0,9,1
8429,-1,1,0,0,0,0,0,0
8430,0,0,0,1,1,0,1,0
8431,0,0,0,0,0,0,0,0
8432,-1,1,0,1,0,0,9,1
8433,0,0,0,1,0,0,7,0
8434,0,0,1,1,0,0,2,0
8435,1,0,1,0,0,0,1,0
8436,0,0,0,0,0,0,2,0
8437,0,0,0,0,0,0,1,1
8438,-1,0,0,0,0,0,0,1
8439,0,0,0,0,0,0,2,0
8440,-1,0,0,1,0,0,3,1
8441,0,1,0,0,0,0,2,0
8442,1,1,0,0,0,0,5,0
8443,1,1,0,0,0,1,5,0
8444,0,0,1,1,0,0,1,1
8445,-1,1,0,1,0,0,1,0
8446,-1,1,0,0,0,1,4,1
8447,1,1,0,1,0,1,0,0
8448,0,1,0,0,0,0,0,1
8449,0,1,0,0,0,0,2,0
8450,0,1,0,0,0,0,9,0
8451,0,1,0,0,0,0,3,0
8452,0,1,0,1,0,0,1,0
8453,0,1,0,1,0,0,8,0
8454,0,0,0,0,0,0,0,0
8455,1,0,0,1,0,0,3,0
8456,0,0,0,0,0,0,9,0
8457,0,1,0,0,0,0,0,0
